DT_DAY,TX_DAY_OF_WEEK_DESCR_NL,TX_BUILD_UP_AREA_DESCR_NL,TX_COLL_TYPE_DESCR_NL,TX_LIGHT_COND_DESCR_NL,TX_ROAD_TYPE_DESCR_NL,TX_MUNTY_DESCR_NL,TX_PROV_DESCR_NL,MS_ACCT,MS_ACCT_WITH_DEAD,MS_ACCT_WITH_DEAD_30_DAYS,MS_ACCT_WITH_MORY_INJ,MS_ACCT_WITH_SERLY_INJ,MS_ACCT_WITH_SLY_INJ
01-Nov-20,zondag,Buiten bebouwde kom,Niet beschikbaar,"Nacht, ontstoken openbare verlichting",Autosnelweg,Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
18-Jul-20,zaterdag,Buiten bebouwde kom,Tegen een hindernis buiten de rijbaan,Dageraad - schemering,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
30-Sep-20,woensdag,Buiten bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,Autosnelweg,Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
14-Sep-20,maandag,Binnen bebouwde kom,Langs achteren (of naast elkaar),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
18-Jun-20,donderdag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
18-Aug-20,dinsdag,Binnen bebouwde kom,Met een voetganger,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
27-Aug-20,donderdag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
04-Jul-20,zaterdag,Binnen bebouwde kom,Langs achteren (of naast elkaar),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
01-Jul-20,woensdag,Buiten bebouwde kom,Langs achteren (of naast elkaar),Bij klaarlichte dag,Autosnelweg,Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
21-Oct-20,woensdag,Binnen bebouwde kom,Met een voetganger,Dageraad - schemering,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
18-Sep-20,vrijdag,Binnen bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
13-Dec-20,zondag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
27-Jun-20,zaterdag,Buiten bebouwde kom,Frontale botsing (of bij het kruisen),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
26-Jul-20,zondag,Binnen bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
31-Aug-20,maandag,Binnen bebouwde kom,Tegen een hindernis buiten de rijbaan,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
02-Dec-20,woensdag,Binnen bebouwde kom,Langs opzij,Dageraad - schemering,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
19-Oct-20,maandag,Binnen bebouwde kom,Langs achteren (of naast elkaar),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
10-Aug-20,maandag,Binnen bebouwde kom,Langs achteren (of naast elkaar),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
01-Nov-20,zondag,Binnen bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
17-Aug-20,maandag,Binnen bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
28-Sep-20,maandag,Buiten bebouwde kom,Kettingbotsing (4 bestuurders of meer),"Nacht, ontstoken openbare verlichting",Autosnelweg,Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
29-Jun-20,maandag,Binnen bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
18-Sep-20,vrijdag,Binnen bebouwde kom,Langs achteren (of naast elkaar),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
14-Jul-20,dinsdag,Binnen bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
27-Aug-20,donderdag,Binnen bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
19-Jun-20,vrijdag,Binnen bebouwde kom,Met een voetganger,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
15-Jul-20,woensdag,Binnen bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
31-Oct-20,zaterdag,Binnen bebouwde kom,Langs opzij,"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
16-Oct-20,vrijdag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
31-Jul-20,vrijdag,Binnen bebouwde kom,Met een voetganger,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
02-Jul-20,donderdag,Binnen bebouwde kom,Langs achteren (of naast elkaar),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
24-Sep-20,donderdag,Buiten bebouwde kom,Kettingbotsing (4 bestuurders of meer),Bij klaarlichte dag,Autosnelweg,Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
30-Oct-20,vrijdag,Binnen bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
23-Jul-20,donderdag,Binnen bebouwde kom,Frontale botsing (of bij het kruisen),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
29-Oct-20,donderdag,Buiten bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
12-Aug-20,woensdag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
23-Jul-20,donderdag,Binnen bebouwde kom,Tegen een hindernis op de rijbaan,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,1,0
06-Aug-20,donderdag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
10-Nov-20,dinsdag,Binnen bebouwde kom,Frontale botsing (of bij het kruisen),Niet beschikbaar,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
25-Jul-20,zaterdag,Binnen bebouwde kom,Langs achteren (of naast elkaar),"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,2,0,0,0,0,2
01-Jul-20,woensdag,Binnen bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
01-Aug-20,zaterdag,Binnen bebouwde kom,Frontale botsing (of bij het kruisen),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
27-Jun-20,zaterdag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,2,0,0,0,0,2
02-Dec-20,woensdag,Niet beschikbaar,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
14-Jul-20,dinsdag,Binnen bebouwde kom,Met een voetganger,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
21-Sep-20,maandag,Buiten bebouwde kom,Met een voetganger,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,1,0
28-Sep-20,maandag,Buiten bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
17-Sep-20,donderdag,Binnen bebouwde kom,Langs achteren (of naast elkaar),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
31-Jul-20,vrijdag,Buiten bebouwde kom,Frontale botsing (of bij het kruisen),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
13-Nov-20,vrijdag,Binnen bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
01-Dec-20,dinsdag,Binnen bebouwde kom,Niet beschikbaar,"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
30-Nov-20,maandag,Niet beschikbaar,Tegen een hindernis buiten de rijbaan,Niet beschikbaar,Onbekend,Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
01-Jul-20,woensdag,Binnen bebouwde kom,Frontale botsing (of bij het kruisen),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
30-Sep-20,woensdag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
17-Aug-20,maandag,Buiten bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
25-Jun-20,donderdag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,1,0
20-Oct-20,dinsdag,Binnen bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
07-Dec-20,maandag,Binnen bebouwde kom,Langs achteren (of naast elkaar),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
24-Nov-20,dinsdag,Buiten bebouwde kom,Niet beschikbaar,"Nacht, ontstoken openbare verlichting",Autosnelweg,Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
08-Jul-20,woensdag,Buiten bebouwde kom,Tegen een hindernis buiten de rijbaan,Bij klaarlichte dag,Autosnelweg,Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
29-Nov-20,zondag,Binnen bebouwde kom,Frontale botsing (of bij het kruisen),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
07-Oct-20,woensdag,Binnen bebouwde kom,Met een voetganger,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
08-Dec-20,dinsdag,Binnen bebouwde kom,Frontale botsing (of bij het kruisen),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
24-Jun-20,woensdag,Binnen bebouwde kom,Frontale botsing (of bij het kruisen),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
12-Aug-20,woensdag,Buiten bebouwde kom,Langs achteren (of naast elkaar),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
08-Sep-20,dinsdag,Buiten bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
20-Sep-20,zondag,Binnen bebouwde kom,Frontale botsing (of bij het kruisen),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,1,0
06-Sep-20,zondag,Binnen bebouwde kom,Kettingbotsing (4 bestuurders of meer),"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
14-Aug-20,vrijdag,Binnen bebouwde kom,Frontale botsing (of bij het kruisen),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
18-Jun-20,donderdag,Binnen bebouwde kom,Langs achteren (of naast elkaar),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
16-Sep-20,woensdag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
10-Nov-20,dinsdag,Buiten bebouwde kom,Tegen een hindernis buiten de rijbaan,"Nacht, ontstoken openbare verlichting",Autosnelweg,Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
30-Sep-20,woensdag,Buiten bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
03-Jul-20,vrijdag,Buiten bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
27-Aug-20,donderdag,Buiten bebouwde kom,Langs opzij,Bij klaarlichte dag,Autosnelweg,Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
19-Oct-20,maandag,Binnen bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
21-Nov-20,zaterdag,Binnen bebouwde kom,Langs achteren (of naast elkaar),"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
04-Nov-20,woensdag,Binnen bebouwde kom,Frontale botsing (of bij het kruisen),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Boechout,Provincie Antwerpen,1,0,0,0,0,1
11-Oct-20,zondag,Buiten bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Boechout,Provincie Antwerpen,1,0,0,0,1,0
30-Jun-20,dinsdag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Boechout,Provincie Antwerpen,1,0,0,0,0,1
26-Aug-20,woensdag,Binnen bebouwde kom,Frontale botsing (of bij het kruisen),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Boechout,Provincie Antwerpen,1,0,0,0,0,1
16-Oct-20,vrijdag,Binnen bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Boechout,Provincie Antwerpen,1,0,0,0,0,1
23-Jun-20,dinsdag,Binnen bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Boechout,Provincie Antwerpen,1,0,0,0,0,1
08-Aug-20,zaterdag,Buiten bebouwde kom,"Eén bestuurder, geen hindernis",Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Boechout,Provincie Antwerpen,1,0,0,0,0,1
09-Nov-20,maandag,Buiten bebouwde kom,Langs opzij,"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Boechout,Provincie Antwerpen,1,0,0,0,0,1
15-Sep-20,dinsdag,Binnen bebouwde kom,Langs opzij,Dageraad - schemering,"Gewestweg, provincieweg of gemeenteweg",Boechout,Provincie Antwerpen,1,0,0,0,0,1
23-Oct-20,vrijdag,Buiten bebouwde kom,"Eén bestuurder, geen hindernis",Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Boechout,Provincie Antwerpen,1,0,0,0,0,1
21-Oct-20,woensdag,Buiten bebouwde kom,Langs achteren (of naast elkaar),Dageraad - schemering,"Gewestweg, provincieweg of gemeenteweg",Boechout,Provincie Antwerpen,1,0,0,0,0,1
22-Sep-20,dinsdag,Buiten bebouwde kom,Tegen een hindernis buiten de rijbaan,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Boechout,Provincie Antwerpen,1,0,1,1,0,0
22-Sep-20,dinsdag,Buiten bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Boechout,Provincie Antwerpen,1,0,0,0,1,0
24-Aug-20,maandag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Boechout,Provincie Antwerpen,1,0,0,0,0,1
22-Sep-20,dinsdag,Buiten bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Boechout,Provincie Antwerpen,1,0,0,0,0,1
23-Oct-20,vrijdag,Binnen bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Boechout,Provincie Antwerpen,1,0,0,0,0,1
18-Aug-20,dinsdag,Niet beschikbaar,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Boechout,Provincie Antwerpen,1,0,0,0,0,1
21-Sep-20,maandag,Buiten bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Boechout,Provincie Antwerpen,1,0,0,0,0,1
10-Sep-20,donderdag,Binnen bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Boechout,Provincie Antwerpen,1,0,0,0,1,0
11-Aug-20,dinsdag,Niet beschikbaar,Frontale botsing (of bij het kruisen),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Boechout,Provincie Antwerpen,1,0,0,0,0,1
30-Oct-20,vrijdag,Binnen bebouwde kom,Langs opzij,Dageraad - schemering,"Gewestweg, provincieweg of gemeenteweg",Boechout,Provincie Antwerpen,1,0,0,0,0,1
13-Feb-20,donderdag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Boechout,Provincie Antwerpen,1,0,0,0,0,1
27-Mar-20,vrijdag,Buiten bebouwde kom,Kettingbotsing (4 bestuurders of meer),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Boechout,Provincie Antwerpen,1,0,0,0,0,1
13-May-20,woensdag,Buiten bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Boechout,Provincie Antwerpen,1,0,0,0,0,1
08-May-20,vrijdag,Buiten bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Boechout,Provincie Antwerpen,1,0,0,0,0,1
04-Feb-20,dinsdag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Boechout,Provincie Antwerpen,1,0,0,0,0,1
08-Jun-20,maandag,Binnen bebouwde kom,Langs achteren (of naast elkaar),"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Boechout,Provincie Antwerpen,1,0,0,0,0,1
13-Feb-20,donderdag,Binnen bebouwde kom,Langs achteren (of naast elkaar),Dageraad - schemering,"Gewestweg, provincieweg of gemeenteweg",Boechout,Provincie Antwerpen,1,0,0,0,0,1
08-Jun-20,maandag,Buiten bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Boechout,Provincie Antwerpen,1,0,0,0,0,1
17-Apr-20,vrijdag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Boechout,Provincie Antwerpen,1,0,0,0,0,1
05-Feb-20,woensdag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Boechout,Provincie Antwerpen,1,0,0,0,0,1
25-Apr-20,zaterdag,Binnen bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Boechout,Provincie Antwerpen,1,0,0,0,0,1
21-May-20,donderdag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Boechout,Provincie Antwerpen,1,0,0,0,1,0
27-May-20,woensdag,Buiten bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Boechout,Provincie Antwerpen,1,0,0,0,0,1
24-Jan-20,vrijdag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Boechout,Provincie Antwerpen,1,0,0,0,0,1
05-Mar-20,donderdag,Buiten bebouwde kom,Tegen een hindernis buiten de rijbaan,"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Boechout,Provincie Antwerpen,1,0,0,0,1,0
15-Jan-20,woensdag,Binnen bebouwde kom,Met een voetganger,"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Boom,Provincie Antwerpen,1,0,0,0,0,1
12-Jun-20,vrijdag,Binnen bebouwde kom,Langs opzij,"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Boom,Provincie Antwerpen,1,0,0,0,0,1
03-Feb-20,maandag,Binnen bebouwde kom,Tegen een hindernis op de rijbaan,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Boom,Provincie Antwerpen,1,0,0,0,0,1
04-Jan-20,zaterdag,Binnen bebouwde kom,Kettingbotsing (4 bestuurders of meer),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Boom,Provincie Antwerpen,1,0,0,0,0,1
25-Feb-20,dinsdag,Buiten bebouwde kom,Met een voetganger,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Boom,Provincie Antwerpen,1,0,0,0,0,1
16-Jan-20,donderdag,Binnen bebouwde kom,Tegen een hindernis buiten de rijbaan,"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Boom,Provincie Antwerpen,1,0,0,0,1,0
10-Jan-20,vrijdag,Buiten bebouwde kom,Langs opzij,"Nacht, geen openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Boom,Provincie Antwerpen,1,0,0,0,0,1
03-Feb-20,maandag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Boom,Provincie Antwerpen,1,0,0,0,0,1
20-Jan-20,maandag,Binnen bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Boom,Provincie Antwerpen,1,0,0,0,0,1
11-Feb-20,dinsdag,Buiten bebouwde kom,Langs achteren (of naast elkaar),Bij klaarlichte dag,Autosnelweg,Boom,Provincie Antwerpen,1,0,0,0,0,1
09-Apr-20,donderdag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Boom,Provincie Antwerpen,1,0,0,0,0,1
07-Jan-20,dinsdag,Binnen bebouwde kom,Frontale botsing (of bij het kruisen),"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Boom,Provincie Antwerpen,1,0,0,0,0,1
06-Apr-20,maandag,Binnen bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Boom,Provincie Antwerpen,1,0,0,0,0,1
21-May-20,donderdag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Boom,Provincie Antwerpen,1,0,0,0,0,1
28-Feb-20,vrijdag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Boom,Provincie Antwerpen,1,0,0,0,0,1
29-Jan-20,woensdag,Binnen bebouwde kom,Langs opzij,Dageraad - schemering,"Gewestweg, provincieweg of gemeenteweg",Boom,Provincie Antwerpen,1,0,0,0,0,1
04-Apr-20,zaterdag,Binnen bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Boom,Provincie Antwerpen,1,0,0,0,1,0
20-May-20,woensdag,Binnen bebouwde kom,Tegen een hindernis buiten de rijbaan,"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Boom,Provincie Antwerpen,1,0,0,0,0,1
30-May-20,zaterdag,Binnen bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Boom,Provincie Antwerpen,1,0,0,0,0,1
25-Jan-20,zaterdag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Boom,Provincie Antwerpen,1,0,0,0,0,1
25-Jun-20,donderdag,Binnen bebouwde kom,Langs achteren (of naast elkaar),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Boom,Provincie Antwerpen,1,0,0,0,0,1
24-Nov-20,dinsdag,Buiten bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Boom,Provincie Antwerpen,1,0,0,0,0,1
21-Jul-20,dinsdag,Niet beschikbaar,Niet beschikbaar,Niet beschikbaar,"Gewestweg, provincieweg of gemeenteweg",Boom,Provincie Antwerpen,1,0,0,0,0,1
08-Jul-20,woensdag,Binnen bebouwde kom,Niet beschikbaar,Niet beschikbaar,"Gewestweg, provincieweg of gemeenteweg",Boom,Provincie Antwerpen,1,0,0,0,0,1
07-Oct-20,woensdag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Boom,Provincie Antwerpen,1,0,0,0,0,1
