DT_DAY,TX_DAY_OF_WEEK_DESCR_NL,TX_BUILD_UP_AREA_DESCR_NL,TX_COLL_TYPE_DESCR_NL,TX_LIGHT_COND_DESCR_NL,TX_ROAD_TYPE_DESCR_NL,TX_MUNTY_DESCR_NL,TX_PROV_DESCR_NL,MS_ACCT,MS_ACCT_WITH_DEAD,MS_ACCT_WITH_DEAD_30_DAYS,MS_ACCT_WITH_MORY_INJ,MS_ACCT_WITH_SERLY_INJ,MS_ACCT_WITH_SLY_INJ
28-Nov-20,zaterdag,Buiten bebouwde kom,Langs achteren (of naast elkaar),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
24-Sep-20,donderdag,Binnen bebouwde kom,Langs achteren (of naast elkaar),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
14-Dec-20,maandag,Buiten bebouwde kom,Langs achteren (of naast elkaar),Bij klaarlichte dag,Autosnelweg,Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
18-Nov-20,woensdag,Binnen bebouwde kom,Langs opzij,"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,0,0,0,1,0
17-Sep-20,donderdag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
27-Jul-20,maandag,Buiten bebouwde kom,Frontale botsing (of bij het kruisen),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
16-Oct-20,vrijdag,Buiten bebouwde kom,Langs achteren (of naast elkaar),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,0,0,0,1,0
25-Oct-20,zondag,Binnen bebouwde kom,Tegen een hindernis buiten de rijbaan,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
01-Dec-20,dinsdag,Binnen bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
04-Dec-20,vrijdag,Niet beschikbaar,Niet beschikbaar,Niet beschikbaar,Onbekend,Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
31-Jul-20,vrijdag,Buiten bebouwde kom,Langs opzij,Dageraad - schemering,"Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,1,1,0,0,0
06-Oct-20,dinsdag,Buiten bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
19-Jun-20,vrijdag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
02-Jul-20,donderdag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
01-Oct-20,donderdag,Buiten bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
31-Jul-20,vrijdag,Buiten bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
21-Aug-20,vrijdag,Buiten bebouwde kom,Langs opzij,"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,0,0,0,1,0
13-Aug-20,donderdag,Buiten bebouwde kom,Langs opzij,"Nacht, ontstoken openbare verlichting",Autosnelweg,Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
25-Jul-20,zaterdag,Buiten bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
07-Nov-20,zaterdag,Buiten bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
05-Nov-20,donderdag,Buiten bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
02-Oct-20,vrijdag,Buiten bebouwde kom,Niet beschikbaar,Dageraad - schemering,"Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
30-Aug-20,zondag,Buiten bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
14-Aug-20,vrijdag,Buiten bebouwde kom,Langs opzij,"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
03-Oct-20,zaterdag,Buiten bebouwde kom,Frontale botsing (of bij het kruisen),"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
16-Dec-20,woensdag,Buiten bebouwde kom,Niet beschikbaar,"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
19-Feb-20,woensdag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
27-Mar-20,vrijdag,Buiten bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
14-Mar-20,zaterdag,Buiten bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
25-Feb-20,dinsdag,Buiten bebouwde kom,Kettingbotsing (4 bestuurders of meer),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
21-Apr-20,dinsdag,Niet beschikbaar,Niet beschikbaar,Niet beschikbaar,"Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
07-Feb-20,vrijdag,Buiten bebouwde kom,Langs achteren (of naast elkaar),"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
11-Jun-20,donderdag,Buiten bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
18-Feb-20,dinsdag,Binnen bebouwde kom,Frontale botsing (of bij het kruisen),Dageraad - schemering,"Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
03-Jan-20,vrijdag,Binnen bebouwde kom,Frontale botsing (of bij het kruisen),"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
07-Jan-20,dinsdag,Buiten bebouwde kom,Frontale botsing (of bij het kruisen),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
18-May-20,maandag,Buiten bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
11-Mar-20,woensdag,Buiten bebouwde kom,Frontale botsing (of bij het kruisen),Bij klaarlichte dag,Autosnelweg,Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
25-Apr-20,zaterdag,Buiten bebouwde kom,Tegen een hindernis buiten de rijbaan,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,0,0,0,1,0
06-Jun-20,zaterdag,Buiten bebouwde kom,Frontale botsing (of bij het kruisen),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
06-Mar-20,vrijdag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
21-Feb-20,vrijdag,Buiten bebouwde kom,Met een voetganger,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
21-Apr-20,dinsdag,Buiten bebouwde kom,Frontale botsing (of bij het kruisen),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
02-Mar-20,maandag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
17-Jan-20,vrijdag,Buiten bebouwde kom,Langs opzij,"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
11-Jan-20,zaterdag,Buiten bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
03-Jun-20,woensdag,Buiten bebouwde kom,Langs achteren (of naast elkaar),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
27-Jan-20,maandag,Buiten bebouwde kom,Langs achteren (of naast elkaar),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
12-Jun-20,vrijdag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
22-May-20,vrijdag,Binnen bebouwde kom,Langs achteren (of naast elkaar),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
06-Mar-20,vrijdag,Buiten bebouwde kom,Langs achteren (of naast elkaar),Dageraad - schemering,Autosnelweg,Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
23-Apr-20,donderdag,Buiten bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
17-Jan-20,vrijdag,Buiten bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
23-Apr-20,donderdag,Buiten bebouwde kom,Langs achteren (of naast elkaar),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
20-Feb-20,donderdag,Buiten bebouwde kom,Langs achteren (of naast elkaar),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
10-Feb-20,maandag,Buiten bebouwde kom,Langs opzij,Bij klaarlichte dag,Autosnelweg,Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
16-Mar-20,maandag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
06-Mar-20,vrijdag,Buiten bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Aartselaar,Provincie Antwerpen,1,0,0,0,0,1
03-Mar-20,dinsdag,Binnen bebouwde kom,Met een voetganger,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
16-Feb-20,zondag,Buiten bebouwde kom,Frontale botsing (of bij het kruisen),"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
11-Jun-20,donderdag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
21-Apr-20,dinsdag,Buiten bebouwde kom,Kettingbotsing (4 bestuurders of meer),Bij klaarlichte dag,Autosnelweg,Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
14-Feb-20,vrijdag,Buiten bebouwde kom,Niet beschikbaar,"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
04-Feb-20,dinsdag,Binnen bebouwde kom,Met een voetganger,"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,1,0
26-Feb-20,woensdag,Buiten bebouwde kom,Kettingbotsing (4 bestuurders of meer),"Nacht, ontstoken openbare verlichting",Autosnelweg,Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
08-Feb-20,zaterdag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
17-Jan-20,vrijdag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
24-Apr-20,vrijdag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
30-May-20,zaterdag,Binnen bebouwde kom,Kettingbotsing (4 bestuurders of meer),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
27-Apr-20,maandag,Binnen bebouwde kom,Langs opzij,Dageraad - schemering,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
19-Feb-20,woensdag,Binnen bebouwde kom,Met een voetganger,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,2,0,0,0,0,2
09-May-20,zaterdag,Binnen bebouwde kom,Langs achteren (of naast elkaar),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
07-Apr-20,dinsdag,Buiten bebouwde kom,Tegen een hindernis buiten de rijbaan,"Nacht, ontstoken openbare verlichting",Autosnelweg,Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
10-Feb-20,maandag,Buiten bebouwde kom,Langs achteren (of naast elkaar),Dageraad - schemering,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
29-May-20,vrijdag,Binnen bebouwde kom,Tegen een hindernis buiten de rijbaan,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
17-Jan-20,vrijdag,Binnen bebouwde kom,Niet beschikbaar,"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
23-Jan-20,donderdag,Binnen bebouwde kom,Langs opzij,"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
13-Jun-20,zaterdag,Binnen bebouwde kom,Tegen een hindernis buiten de rijbaan,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
06-Feb-20,donderdag,Binnen bebouwde kom,Niet beschikbaar,"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
18-Jun-20,donderdag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
08-May-20,vrijdag,Buiten bebouwde kom,Langs opzij,"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
10-Jan-20,vrijdag,Binnen bebouwde kom,Frontale botsing (of bij het kruisen),Dageraad - schemering,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
17-Feb-20,maandag,Binnen bebouwde kom,Langs opzij,Dageraad - schemering,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
09-Jan-20,donderdag,Binnen bebouwde kom,Met een voetganger,"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
15-Jun-20,maandag,Buiten bebouwde kom,Frontale botsing (of bij het kruisen),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
20-Jan-20,maandag,Binnen bebouwde kom,Niet beschikbaar,Dageraad - schemering,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
02-Apr-20,donderdag,Buiten bebouwde kom,Frontale botsing (of bij het kruisen),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
19-May-20,dinsdag,Binnen bebouwde kom,Met een voetganger,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
30-May-20,zaterdag,Binnen bebouwde kom,Met een voetganger,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
10-Jun-20,woensdag,Buiten bebouwde kom,Langs achteren (of naast elkaar),Bij klaarlichte dag,Autosnelweg,Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
20-Mar-20,vrijdag,Buiten bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
04-Feb-20,dinsdag,Binnen bebouwde kom,Met een voetganger,"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
10-Jan-20,vrijdag,Buiten bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,1,0
27-Jan-20,maandag,Buiten bebouwde kom,Tegen een hindernis buiten de rijbaan,"Nacht, ontstoken openbare verlichting",Autosnelweg,Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
28-May-20,donderdag,Niet beschikbaar,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
09-Jan-20,donderdag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
09-Feb-20,zondag,Binnen bebouwde kom,Tegen een hindernis op de rijbaan,"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
13-Mar-20,vrijdag,Buiten bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,Autosnelweg,Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
22-Feb-20,zaterdag,Buiten bebouwde kom,Tegen een hindernis buiten de rijbaan,"Nacht, ontstoken openbare verlichting",Autosnelweg,Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
10-Feb-20,maandag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
04-Jan-20,zaterdag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
29-May-20,vrijdag,Binnen bebouwde kom,Frontale botsing (of bij het kruisen),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
26-May-20,dinsdag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
11-Mar-20,woensdag,Buiten bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
12-May-20,dinsdag,Binnen bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
11-Mar-20,woensdag,Binnen bebouwde kom,Langs opzij,Dageraad - schemering,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
11-Feb-20,dinsdag,Binnen bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
28-Mar-20,zaterdag,Buiten bebouwde kom,Tegen een hindernis buiten de rijbaan,Bij klaarlichte dag,Autosnelweg,Antwerpen,Provincie Antwerpen,1,0,0,0,1,0
05-Mar-20,donderdag,Binnen bebouwde kom,Langs opzij,Dageraad - schemering,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
23-Jan-20,donderdag,Buiten bebouwde kom,Langs achteren (of naast elkaar),Bij klaarlichte dag,Autosnelweg,Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
13-May-20,woensdag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
24-Apr-20,vrijdag,Binnen bebouwde kom,Met een voetganger,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
26-Apr-20,zondag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
08-Jun-20,maandag,Binnen bebouwde kom,Tegen een hindernis op de rijbaan,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
09-Feb-20,zondag,Niet beschikbaar,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
03-Jun-20,woensdag,Binnen bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
25-Mar-20,woensdag,Binnen bebouwde kom,Tegen een hindernis buiten de rijbaan,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
04-Feb-20,dinsdag,Binnen bebouwde kom,Met een voetganger,Dageraad - schemering,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
06-Feb-20,donderdag,Buiten bebouwde kom,Langs opzij,"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
29-May-20,vrijdag,Buiten bebouwde kom,Langs achteren (of naast elkaar),Bij klaarlichte dag,Autosnelweg,Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
08-May-20,vrijdag,Buiten bebouwde kom,Tegen een hindernis buiten de rijbaan,Bij klaarlichte dag,Autosnelweg,Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
23-Feb-20,zondag,Binnen bebouwde kom,Langs opzij,"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
27-Feb-20,donderdag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,2,0,0,0,0,2
03-Jan-20,vrijdag,Binnen bebouwde kom,Langs opzij,"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
08-Jun-20,maandag,Binnen bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,1,0
25-Mar-20,woensdag,Binnen bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
13-May-20,woensdag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
21-Jan-20,dinsdag,Buiten bebouwde kom,Langs opzij,Bij klaarlichte dag,Autosnelweg,Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
07-Jan-20,dinsdag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,2,0,0,0,0,2
02-Jan-20,donderdag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
22-Apr-20,woensdag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
28-Feb-20,vrijdag,Binnen bebouwde kom,Met een voetganger,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
14-Feb-20,vrijdag,Buiten bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
21-Feb-20,vrijdag,Buiten bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
15-Jan-20,woensdag,Binnen bebouwde kom,Met een voetganger,"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
12-May-20,dinsdag,Binnen bebouwde kom,Kettingbotsing (4 bestuurders of meer),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
17-Jan-20,vrijdag,Buiten bebouwde kom,Langs achteren (of naast elkaar),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
02-Jan-20,donderdag,Buiten bebouwde kom,Tegen een hindernis buiten de rijbaan,"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Antwerpen,Provincie Antwerpen,1,0,0,0,0,1
